symbol,token,exchange
TOKYOPLAST-EQ,3837,NSE
REMSONSIND-EQ,3965,NSE
681MH28-SG,427,NSE
693JH30-SG,428,NSE
TNPL-EQ,3980,NSE
CUBEXTUB-EQ,4064,NSE
GULFOILLUB-EQ,4391,NSE
CREDITACC-EQ,4421,NSE
INDIANCARD-EQ,4422,NSE
HAWKINCOOK-EQ,4444,NSE
ELPROINTL-EQ,4471,NSE
ALKYLAMINE-EQ,4487,NSE
MPHASIS-EQ,4503,NSE
GS220250C-GS,4552,NSE
SANWARIA-BZ,46,NSE
RAMCOIND-EQ,4587,NSE
KOTHARIPET-EQ,4594,NSE
HDFCLIFE-EQ,467,NSE
709WB40-SG,472,NSE
BANKINDIA-EQ,4745,NSE
703AP40-SG,475,NSE
CONCOR-EQ,4749,NSE
683TN31-SG,4755,NSE
706WB36-SG,4782,NSE
HAPPSTMNDS-EQ,48,NSE
706KL38-SG,4790,NSE
DODLA-EQ,4822,NSE
694UK31-SG,4891,NSE
697RJ31-SG,4997,NSE
701MH32-SG,5002,NSE
682BR28-SG,5026,NSE
699UP31-SG,5038,NSE
724TN51-SG,5091,NSE
10IIFL28-N4,5212,NSE
ALIVUS-EQ,5265,NSE
PRITIKAUTO-BE,5296,NSE
REXPIPES-SM,5309,NSE
WINDLAS-EQ,5366,NSE
NUVOCO-EQ,5426,NSE
CHEMPLASTS-EQ,5449,NSE
SERVOTECH-EQ,5507,NSE
688GA31-SG,5557,NSE
702ML41-SG,5570,NSE
VIJAYA-EQ,5585,NSE
SFMP50DD-MF,5592,NSE
677RJ31A-SG,5743,NSE
CANFINHOME-EQ,583,NSE
CYIENT-EQ,5748,NSE
889SCL26-NS,5855,NSE
623RJ27-SG,5877,NSE
GRAPHITE-EQ,592,NSE
698PN33-SG,5885,NSE
698JK36-SG,5890,NSE
INTELLECT-EQ,5926,NSE
704AP34-SG,5967,NSE
659CG28-SG,5971,NSE
689GA31A-SG,5972,NSE
70JH33-SG,5983,NSE
705WB36-SG,6001,NSE
EIFFL-BE,6042,NSE
697UP31A-SG,6099,NSE
695KA31-SG,6210,NSE
663HR28-SG,6317,NSE
696RJ31-SG,6327,NSE
IGARASHI-EQ,634,NSE
SGBNOV26-GB,6355,NSE
708AP35-SG,6485,NSE
GRPLTD-EQ,6543,NSE
694AS31-SG,6556,NSE
692RJ31-SG,6557,NSE
70AP39B-SG,6564,NSE
FINOPB-EQ,6579,NSE
EQUAL50ADD-EQ,6606,NSE
574GS2026-GS,6695,NSE
PAYTM-EQ,6705,NSE
BIRLACABLE-BE,6815,NSE
686HP30-SG,6878,NSE
693HP32-SG,6880,NSE
691WB31-SG,6897,NSE
828GS2027-GS,6921,NSE
897GS2030-GS,7011,NSE
683KA31A-SG,7045,NSE
788GS2030-GS,7122,NSE
813GS2045-GS,7124,NSE
ZODIAC-EQ,7129,NSE
ANANDRATHI-EQ,7145,NSE
706GS2046-GS,7184,NSE
696KA31A-SG,7304,NSE
696UP31-SG,7314,NSE
FOCE-SM,7385,NSE
ALPHA-EQ,7412,NSE
MANAKCOAT-EQ,7413,NSE
NIFTYADD-EQ,7451,NSE
MANAKSTEEL-EQ,7463,NSE
WOCKPHARMA-EQ,7506,NSE
815TCHFL31-N0,750588,NSE
ZENTEC-EQ,7508,NSE
696PY30-SG,7511,NSE
PHLSRDI-SF,751290,NSE
704UP31-SG,7534,NSE
LCCINFOTEC-EQ,7529,NSE
SMALLGROWW-EQ,751745,NSE
728AP32-SG,753690,NSE
755PN33-SG,753693,NSE
788NIIF29-N0,753867,NSE
18MVL31-N0,753933,NSE
656AS30-SG,754,NSE
91D240926-TB,755746,NSE
687TS55-SG,755857,NSE
875CIFL32-N0,755879,NSE
830ABCL26-NJ,755958,NSE
852MFL28-N0,755984,NSE
10UCL26-ND,755996,NSE
1050UCL28-NH,756004,NSE
815ANN32-N0,756029,NSE
18PVL29-N0,756035,NSE
676MH37-SG,756062,NSE
UNITEDPOLY-BE,7564,NSE
677PN43-SG,756099,NSE
667UP32-SG,756101,NSE
850HHFL27-N0,756165,NSE
SHRIAHIMSA-ST,756409,NSE
679TS56-SG,756710,NSE
687REC30-N0,756722,NSE
73064ABH28-N0,756769,NSE
709TS61-SG,756793,NSE
642JK31-SG,756807,NSE
685RJ47-SG,756816,NSE
753PHFL30-N0,756821,NSE
665GJ37-SG,756812,NSE
759GIL30-N0,756876,NSE
665GA35-SG,756810,NSE
754GIL29-N0,756874,NSE
672TR40-SG,756814,NSE
ABLBL-EQ,756843,NSE
671AP35-SG,756858,NSE
68TS57-SG,756862,NSE
803ABCL35-N0,756882,NSE
686NHPCL37-N0,756905,NSE
686NHPCL31-N0,756934,NSE
689NTPC35-N0,756938,NSE
ACCPL-ST,757024,NSE
686TS46-SG,757117,NSE
738ABCL28-N0,757148,NSE
MONEXT50-EQ,757167,NSE
930APMD27-N0,757178,NSE
684AP38-SG,757387,NSE
661AP34-SG,757399,NSE
663GA35-SG,757400,NSE
72959ABC28-N0,757415,NSE
60TN28-SG,757425,NSE
703HR39-SG,757435,NSE
SNXT30BEES-EQ,757455,NSE
902SCL30-NE,757470,NSE
985SCL32-NJ,757475,NSE
SCODATUBES-EQ,757478,NSE
DIGITIDE-EQ,757515,NSE
FISCHER-EQ,757658,NSE
74342PHF30-N0,757702,NSE
680TN35-SG,757735,NSE
715HP50-SG,757741,NSE
715WB52-SG,757742,NSE
697UK35-SG,757749,NSE
706RJ38-SG,757750,NSE
719PN40-SG,757784,NSE
712LTFL28-N0,757828,NSE
9PFL27-N0,757839,NSE
CRIZAC-EQ,757850,NSE
651KA30-SG,758,NSE
895AEL27-N9,757869,NSE
75GFL28-N0,757980,NSE
71ABHFL27-N0,757995,NSE
920SCL28-N0,758139,NSE
758ABHFL35-N0,758141,NSE
724CANF28-N0,758171,NSE
723LTFL28-N0,758298,NSE
AMCL-SM,758427,NSE
695OR31-SG,758578,NSE
702GJ33A-SG,758579,NSE
712UP33-SG,758583,NSE
666NBRD28-N0,758642,NSE
782JK42-SG,758722,NSE
758KL50-SG,758728,NSE
MEIL-EQ,758748,NSE
1165ESF32-N0,758760,NSE
715UP35-SG,758818,NSE
364D231026-TB,758835,NSE
702BR30A-SG,758844,NSE
724MH34-SG,758846,NSE
751HR41-SG,758851,NSE
SGMART-EQ,758889,NSE
774TS55-SG,758918,NSE
627TN27-SG,758923,NSE
STLNETWORK-EQ,758958,NSE
CURRENT-SM,758964,NSE
GANESHCP-EQ,759012,NSE
732RJ35-SG,759028,NSE
744TS47-SG,759034,NSE
744TS51A-SG,759039,NSE
GML-SM,759089,NSE
DHARAN-BZ,759203,NSE
747JK40-SG,759190,NSE
746TS53-SG,759196,NSE
JKIPL-EQ,759205,NSE
735BTL27-N0,759271,NSE
712UP33A-SG,759307,NSE
757PN37-SG,759321,NSE
731MZ41-SG,759390,NSE
726MH42-SG,759391,NSE
116VCCL27A-N0,759392,NSE
118VCCL27B-N0,759394,NSE
GREENLEAF-ST,759427,NSE
SHREEJISPG-EQ,759448,NSE
758CIFL30-N0,759486,NSE
805MFL30-N0,759500,NSE
725GA36-SG,759550,NSE
ORKLAINDIA-EQ,759569,NSE
748KL45-SG,759595,NSE
748KA37A-SG,759700,NSE
1180IFL28-N0,759712,NSE
GROWW-EQ,759806,NSE
PINELABS-EQ,759820,NSE
364D121126-TB,759831,NSE
712TACA28-N0,759836,NSE
712UP33B-SG,759853,NSE
72TN36-SG,759857,NSE
745HP40-SG,759859,NSE
712MPL28-N0,759903,NSE
743TN36-SG,759916,NSE
75GA36-SG,759918,NSE
740BTL29-N0,759922,NSE
SOLARWORLD-EQ,759929,NSE
STYL-EQ,759934,NSE
656RJ29-SG,759984,NSE
729PN33-SG,760012,NSE
745KL50-SG,760025,NSE
744TN55B-SG,760027,NSE
727ABL35-N0,760037,NSE
747KA36-SG,760058,NSE
72TN35-SG,760069,NSE
749TS39-SG,760071,NSE
364D031226-TB,760100,NSE
736CIFL28-N0,760106,NSE
771UP46-SG,760161,NSE
728PHFL28-N0,760200,NSE
MARKOLINES-EQ,760204,NSE
76825AIFL2-N0,760209,NSE
8SMC29-N1,760218,NSE
769HP46-SG,760239,NSE
AAFS30D-N0,760240,NSE
ABSL10BANK-EQ,760247,NSE
879SCL30-N0,760284,NSE
752HR42-SG,760294,NSE
810SIHF35-N0,760312,NSE
FWSTC-SM,760331,NSE
714NL30A-SG,760336,NSE
815MOFS28-N0,760344,NSE
PARKHOSPS-EQ,760351,NSE
752WB44-SG,760387,NSE
875MOF27-N0,760395,NSE
GROWWMETAL-EQ,760438,NSE
915APSBC28-N0,760366,NSE
754HR40-SG,760444,NSE
756KL44-SG,760472,NSE
742KA35A-SG,760509,NSE
747OR36-SG,760511,NSE
762WB41-SG,760516,NSE
759TS48-SG,760522,NSE
695MP30-SG,760557,NSE
722TN32-SG,760563,NSE
759MP44-SG,760583,NSE
761WB45-SG,760586,NSE
364D070127-TB,760593,NSE
765TS52-SG,760609,NSE
756OR38-SG,760634,NSE
765AS38-SG,760668,NSE
GROWWCHEM-EQ,760673,NSE
765BR44-SG,760679,NSE
698SHFL28-N0,760707,NSE
364D150127-TB,760714,NSE
HALDER-EQ,760715,NSE
905SCL36-N0,760731,NSE
364D280127-TB,760761,NSE
721TN32A-SG,760769,NSE
762JK41-SG,760776,NSE
710NBRD29-N0,760782,NSE
725BACL28-N0,760815,NSE
76UP37-SG,760839,NSE
757UP36-SG,760846,NSE
OMNI-EQ,760865,NSE
YAAP-SM,760870,NSE
731KA33-SG,760879,NSE
74TN35-SG,760883,NSE
GROWWPSE-EQ,760976,NSE
920ISF28B-N0,760901,NSE
NEOCHEM-ST,760931,NSE
745NBFID36-N0,760989,NSE
769HR42-SG,761009,NSE
766KL39-SG,761014,NSE
767UP41-SG,761049,NSE
774WB48-SG,761052,NSE
805NMC32-N4,761078,NSE
805NMC33-N5,761079,NSE
885IIFL29-Y8,761120,NSE
SHYAMDHANI-ST,761213,NSE
CITI28-N0,761303,NSE
785BTL29-N0,761309,NSE
AEL12126-NI,761341,NSE
848AEL29-NJ,761342,NSE
AAFS31-N0,761367,NSE
765MP40-SG,761369,NSE
768KL49-SG,761381,NSE
364D110327-TB,761384,NSE
790NOM28-N0,761399,NSE
SINGERIND-EQ,761420,NSE
779WB45-SG,761447,NSE
729GJ34-SG,761456,NSE
756SK36-SG,761458,NSE
752GA37-SG,761460,NSE
885ICFL28-N0,761463,NSE
91ICFL29-N0,761465,NSE
769TS56-SG,761477,NSE
784WB47A-SG,761520,NSE
744GJ33-SG,761553,NSE
762KA36-SG,761566,NSE
CMPDI-EQ,761581,NSE
784ML36-SG,761642,NSE
781HP36-SG,761644,NSE
791PN36-SG,761645,NSE
791MH39-SG,761647,NSE
807MH49-SG,761657,NSE
NDR31-N0,761739,NSE
738HR31-SG,761756,NSE
807TR43-SG,761763,NSE
TCC-EQ,761814,NSE
364D150427-TB,762431,NSE
DECNGOLD-EQ,762638,NSE
DISAQ-EQ,762643,NSE
KAMAHOLD-EQ,762732,NSE
LAHOTIOV-EQ,762762,NSE
MADHAVIPL-EQ,762767,NSE
PRAVEG-EQ,762844,NSE
PREMCO-EQ,762849,NSE
SAPPL-EQ,762874,NSE
SONAL-EQ,762919,NSE
781AP56-SG,763070,NSE
754TS33-SG,763071,NSE
77TS37-SG,763074,NSE
7794LTFL31-N0,763080,NSE
QSIFAADP-SF,763084,NSE
82907AIF29-N0,763154,NSE
767NHPCL37-N0,763653,NSE
761TFSIL28-N0,763528,NSE
767NHPCL33-N0,763645,NSE
850HMDA44-N0,763687,NSE
850HMDA31-N0,763703,NSE
791JK46-SG,763733,NSE
702PN30-SG,763773,NSE
753TS39-SG,763774,NSE
764TS44A-SG,763777,NSE
INSIFHLSRR-SF,763861,NSE
729SIDBI29-N0,764113,NSE
738GJ35A-SG,764146,NSE
769MZ41-SG,764151,NSE
182D140127-TB,764153,NSE
730TMCL29-N0,764193,NSE
758MP38-SG,764246,NSE
758WB35-SG,764250,NSE
915ICFL28-N0,764281,NSE
915ICFL28A-N0,764283,NSE
832TPL29A-N0,764355,NSE
182D280127-TB,764329,NSE
364D290727-TB,764330,NSE
IMAGICAA-EQ,7672,NSE
656MH30-SG,776,NSE
IIFLHF29-NE,7674,NSE
718TS33-SG,7690,NSE
712AS32-SG,7691,NSE
889SCFL27-YC,7777,NSE
BCONCEPTS-EQ,7780,NSE
UNIINFO-EQ,7791,NSE
RAMCOSYS-EQ,7851,NSE
733KA40-SG,7859,NSE
643RJ27-SG,7867,NSE
AUTOBEES-EQ,7880,NSE
727AR32-SG,7897,NSE
737KA38-SG,7908,NSE
PRECISION-ST,7963,NSE
696HR29-SG,8011,NSE
CINEVISTA-EQ,8024,NSE
724RJ32A-SG,8136,NSE
DEEPAKFERT-EQ,827,NSE
716KA36-SG,8190,NSE
713JK34-SG,8192,NSE
709GJ32-SG,8289,NSE
BLUESTARCO-EQ,8311,NSE
GSEC5IETF-EQ,8342,NSE
725TN32-SG,8357,NSE
H1861D46DD-MF,8442,NSE
H1861D46RD-MF,8450,NSE
735JH38-SG,8498,NSE
645RJ30-SG,855,NSE
DHAMPURSUG-EQ,857,NSE
741PN42-SG,8501,NSE
737RJ34-SG,8578,NSE
SWARAJ-SM,8608,NSE
734MN32A-SG,8695,NSE
736TS36-SG,8703,NSE
739UP37-SG,8705,NSE
74KL37-SG,8713,NSE
TCIFINANCE-BE,8722,NSE
SHAILY-EQ,8727,NSE
H187646RG-MF,8761,NSE
H1876D46RD-MF,8776,NSE
GAEL-EQ,8828,NSE
TTML-EQ,8954,NSE
752AP42-SG,8977,NSE
NOVARTIND-EQ,9007,NSE
DPABHUSHAN-EQ,936,NSE
PNC-EQ,9342,NSE
IOB-EQ,9348,NSE
BHARATGEAR-BE,9397,NSE
EMBASSY-RR,9383,NSE
SILVERTUC-EQ,9422,NSE
SKIPPER-EQ,9428,NSE
763HR29-SG,9433,NSE
761MH29-SG,9435,NSE
LICI-EQ,9480,NSE
667GS2050-GS,956,NSE
77RJ32-SG,9532,NSE
RVNL-EQ,9552,NSE
ESCORTS-EQ,958,NSE
SUBEXLTD-BE,959,NSE
TRIDENT-EQ,9685,NSE
762MH30-SG,9695,NSE
769MZ31-SG,9708,NSE
772RJ35-SG,9725,NSE
PARADEEP-EQ,9741,NSE
78AP31-SG,9773,NSE
781HR32-SG,9780,NSE
GOLDTECH-BE,9878,NSE
763GS2059-GS,9907,NSE
786AS32-SG,9916,NSE
686NHPCL40-N0,756884,NSE
MON50EQUAL-EQ,756900,NSE
686NHPCL36-N0,756903,NSE
684HP35-SG,756910,NSE
686NHPCL33-N0,756923,NSE
651GJ33-SG,757019,NSE
684JK42-SG,757037,NSE
715SHFL30-N0,757047,NSE
VGINFOTECH-SM,757060,NSE
BELRISE-EQ,757102,NSE
677HR39-SG,757112,NSE
930APMD31-N0,757186,NSE
688MP41-SG,757389,NSE
692TS45-SG,757392,NSE
875SCL27A-N1,757419,NSE
668AP35B-SG,757429,NSE
708AP40A-SG,757437,NSE
842SCL27-N3,757459,NSE
9SCL28-N7,757463,NSE
945SCL32-NL,757477,NSE
667NBFID30-N0,757483,NSE
703MH38-SG,757548,NSE
704MH40-SG,757552,NSE
71WB51-SG,757556,NSE
717SHFL30-N0,757565,NSE
AAKAAR-SM,757579,NSE
MAYASHEEL-SM,757587,NSE
688BR35-SG,757627,NSE
SILKY-SM,757679,NSE
711WB44-SG,757713,NSE
115VCCL27-N0,757719,NSE
700AP37-SG,757736,NSE
715MH47-SG,757739,NSE
714TS55-SG,757743,NSE
713KL58-SG,757744,NSE
SPUNWEB-SM,757865,NSE
AEL170725-ND,757873,NSE
690BR35-SG,757911,NSE
BORANA-EQ,757919,NSE
EUROBOND-EQ,757953,NSE
JSLL-EQ,758115,NSE
PERFECT-SZ,758121,NSE
688AP34A-SG,757934,NSE
724MP45-SG,758122,NSE
JYOTIGLOBL-SM,758221,NSE
725SIHF28-N0,758292,NSE
GROWWLOVOL-EQ,758300,NSE
SBILIQETF-EQ,758496,NSE
RAYMONDREL-EQ,758551,NSE
827TPL29-N0,758634,NSE
REGAAL-BE,758682,NSE
725OR33-SG,758714,NSE
756HP40-SG,758721,NSE
757MP45-SG,758725,NSE
ANONDITA-SM,758740,NSE
880MOF27-N0,758824,NSE
705SFL27-N0,758829,NSE
SIMBHALS-BZ,758836,NSE
CPPLUS-EQ,758858,NSE
717SIHF28-N0,758872,NSE
SUPREMEENG-BZ,758997,NSE
VIKRAN-EQ,758973,NSE
745BR45-SG,759032,NSE
744TS49-SG,759036,NSE
745BR50-SG,759038,NSE
RHETAN-EQ,759062,NSE
ABCRESET28-N0,759067,NSE
795AMLIL35-N0,759073,NSE
TECHD-ST,759141,NSE
734NRL35-N0,759071,NSE
965ISF28-N0,759100,NSE
7425NIIF30-N0,759144,NSE
755TCSL28-N0,759146,NSE
705TN31-SG,759167,NSE
AGSTRA-BZ,759202,NSE
745HR42-SG,759192,NSE
747WB44-SG,759193,NSE
364D170926-TB,759199,NSE
RHFL-BZ,759204,NSE
ASIFRG-SF,759228,NSE
735UP39-SG,759230,NSE
165RARL28-N0,759237,NSE
12VCCL28-N0,759281,NSE
113ESFB31-N0,759296,NSE
658TN29-SG,759305,NSE
758BR43-SG,759327,NSE
748MP45-SG,759330,NSE
739JK37A-SG,759388,NSE
WEWORK-EQ,759434,NSE
GEMAROMA-EQ,759461,NSE
705JCL27-N0,759472,NSE
920PFL28-N2,759563,NSE
935PFL33-N3,759564,NSE
840MCSL31-N0,759496,NSE
CHOICEGOLD-EQ,759610,NSE
754CG38-SG,759701,NSE
762UP41-SG,759705,NSE
767CG43-SG,759708,NSE
702UP32-SG,759736,NSE
745MP41-SG,759742,NSE
745MP44B-SG,759744,NSE
880PFL28-N0,759754,NSE
BETA-EQ,759842,NSE
TAURIAN-SM,759756,NSE
SICCL28-N0,759832,NSE
73TACA30-N0,759838,NSE
72841ABH30-N0,759874,NSE
CHEMICAL-EQ,759885,NSE
732MPL30-N0,759905,NSE
PAUSHAKLTD-EQ,759969,NSE
724RJ36A-SG,760016,NSE
754PN34-SG,759911,NSE
ESENSEX-EQ,759995,NSE
705SFL28A-N0,760035,NSE
11VCCL27-N0,760045,NSE
764CG40-SG,760060,NSE
767HR41-SG,760061,NSE
718TN33-SG,760065,NSE
755TS46-SG,760087,NSE
74BR35-SG,760092,NSE
GLOTTIS-BE,760118,NSE
VIDYAWIRES-EQ,760224,NSE
742BR31-SG,760253,NSE
WAKEFIT-EQ,760259,NSE
742TN35-SG,760267,NSE
752TS36-SG,760271,NSE
748MH45-SG,760295,NSE
MIDCAPADD-EQ,760356,NSE
915APSBC26-N0,760362,NSE
915APSBC31-N0,760372,NSE
915APSBC34-N0,760378,NSE
DIVIDEND-EQ,760412,NSE
EXIMROUTES-SM,760422,NSE
752AP37-SG,760441,NSE
758WB42-SG,760471,NSE
895PAPL28A-N0,760467,NSE
724RJ31-SG,760481,NSE
88TIAPL29-N0,760493,NSE
707GJ30-SG,760501,NSE
719KA32-SG,760503,NSE
724OR32-SG,760504,NSE
729NHPC35-N0,760539,NSE
729NHPC38-N0,760545,NSE
753AP36A-SG,760566,NSE
764WB41-SG,760581,NSE
761AP42-SG,760582,NSE
766MH47-SG,760607,NSE
762PN33-SG,760617,NSE
759AS36-SG,760632,NSE
753TN37-SG,760633,NSE
1150AFIL29-N0,760641,NSE
743GS2076-GS,760649,NSE
AAFS30C-N0,760695,NSE
770TOPL30-N0,760745,NSE
764TS44-SG,760754,NSE
12DCCL29-N0,760763,NSE
762AS46-SG,760771,NSE
758TN56A-SG,760772,NSE
751UK35-SG,760773,NSE
710PFCL36-N5,760803,NSE
PFCL36B-N9,760807,NSE
705PFCL41-NA,760808,NSE
790IHFL27-N0,760817,NSE
749KA35-SG,760845,NSE
696PFCL28-N0,760859,NSE
731PFCL36-N0,760861,NSE
759PHFL31-N0,760863,NSE
GROWWHOSPI-EQ,760874,NSE
182D030926-TB,760887,NSE
756KA36-SG,760911,NSE
776TS39-SG,760915,NSE
782MP42-SG,760920,NSE
777BR52-SG,760937,NSE
BRANDMAN-SM,760972,NSE
773HR45-SG,761010,NSE
772MP49-SG,761018,NSE
724PFCL31-N0,761028,NSE
BONLON-EQ,761056,NSE
805NMC31-N3,761077,NSE
837IIFL28-Y4,761116,NSE
VITAL-BE,761150,NSE
852IIFL29-Y5,761117,NSE
723GJ33-SG,761321,NSE
744KA36A-SG,761325,NSE
AEL1212026-NO,761347,NSE
774MZ41-SG,761373,NSE
182D100926-TB,761383,NSE
1180IFL28A-N0,761397,NSE
785KSFP28-N0,761401,NSE
769HR42A-SG,761419,NSE
749JH36-SG,761413,NSE
78JK46-SG,761449,NSE
72JH32-SG,761455,NSE
1165ESFB32-N0,761461,NSE
HSBCGOLD-EQ,761506,NSE
788AP46-SG,761519,NSE
724TN31-SG,761549,NSE
763UK35-SG,761556,NSE
755TN36-SG,761564,NSE
768KA37A-SG,761567,NSE
776HR39-SG,761569,NSE
ALSRP-SF,761597,NSE
1275DCCL28-N0,761737,NSE
799UK44-SG,761745,NSE
80AP44-SG,761746,NSE
788HR41-SG,761759,NSE
87HMDA42-N0,761799,NSE
9PCPL28A-N0,761819,NSE
AARNAV-EQ,761821,NSE
CORDELIA-EQ,762163,NSE
76KL33-SG,762423,NSE
786MP42-SG,762426,NSE
ASTAR-EQ,762553,NSE
ABMKNO-EQ,762528,NSE
COCKERILL-EQ,762623,NSE
GRAVISSHO-EQ,762700,NSE
INDPRUD-EQ,762717,NSE
KPL-EQ,762757,NSE
MAJESAUT-BE,762780,NSE
PML-EQ,762834,NSE
QUINT-EQ,762854,NSE
845MFL29-N0,763046,NSE
SDIL41-N0,763048,NSE
755MH34-SG,763065,NSE
784PN38-SG,763075,NSE
182D221026-TB,763078,NSE
QSIFAARR-SF,763088,NSE
768CG36-SG,763195,NSE
783KL49-SG,763197,NSE
764MP34-SG,763198,NSE
935ISF36-N0,763359,NSE
769UK36-SG,763202,NSE
743RJ31-SG,763283,NSE
808CIFCL29-N0,763290,NSE
785MZ38-SG,763371,NSE
182D121126-TB,763373,NSE
MSCI360-EQ,763602,NSE
787UK44-SG,763623,NSE
767NHPCL35-N0,763649,NSE
767NHPCL38-N0,763655,NSE
MERCURYEV-EQ,763663,NSE
850HMDA43-N0,763691,NSE
850HMDA30-N0,763701,NSE
1275DCC28-N0,763717,NSE
77GJ36-SG,763736,NSE
855MFL36-N0,763747,NSE
74CG35-SG,764032,NSE
73JH33-SG,764036,NSE
73KL33-SG,764037,NSE
759UP42-SG,764043,NSE
764WB44-SG,764045,NSE
783LTFL29-N0,764062,NSE
1180IFL28B-N0,764109,NSE
KUSUMGAR-EQ,764116,NSE
91D151026-TB,764152,NSE
938GFL29-N0,764157,NSE
938GCML28-N0,764161,NSE
730RL31-N0,764178,NSE
LIQUIDBETA-EQ,764180,NSE
BANK10BETF-EQ,764183,NSE
CPL-EQ,764203,NSE
1075WCAP29-N0,764310,NSE
XTRANET-BE,764313,NSE
91D291026-TB,764328,NSE
HYBRIDETF-EQ,764333,NSE
MFL29A-N0,764353,NSE
718AP40-SG,7713,NSE
ELMDIV-EQ,764367,NSE
723ULCE30-N0,764370,NSE
647MH28-SG,773,NSE
704TN30-SG,7812,NSE
728TS35-SG,7815,NSE
WEL-EQ,7835,NSE
654GS2032-GS,7843,NSE
724BR32-SG,7870,NSE
735KA36-SG,7872,NSE
748WB37-SG,7911,NSE
MAKEINDIA-EQ,7979,NSE
GRWRHITECH-EQ,7982,NSE
732KA34-SG,8006,NSE
DCW-EQ,817,NSE
FIBERWEB-EQ,8159,NSE
MOMOMENTUM-EQ,8182,NSE
67ML30-SG,83,NSE
64KA30B-SG,843,NSE
717RJ32-SG,8331,NSE
SHIGAN-SM,8394,NSE
642GA30-SG,852,NSE
655TR30-SG,858,NSE
XELPMOC-EQ,8477,NSE
713TN30-SG,8570,NSE
TRANSWORLD-BE,8619,NSE
ABSLFTTQRN-MF,8678,NSE
VRLLOG-EQ,8696,NSE
734NL32-SG,8698,NSE
735SK32-SG,8699,NSE
736WB32-SG,8701,NSE
H1876D46DQ-MF,8774,NSE
OBCL-EQ,8797,NSE
PRIVISCL-EQ,8825,NSE
AVROIND-EQ,8827,NSE
729AP34-SG,8930,NSE
711MH29-SG,8935,NSE
RITCO-EQ,8944,NSE
ELDEHSG-EQ,8953,NSE
VCL-EQ,9020,NSE
ARVINDFASN-EQ,9111,NSE
EIDPARRY-EQ,916,NSE
TIPSMUSIC-EQ,9117,NSE
875SCL27-YQ,9255,NSE
KRITIKA-EQ,9288,NSE
TRU-EQ,9378,NSE
773HR33-SG,9441,NSE
SFMP1DR-MF,9517,NSE
METROPOLIS-EQ,9581,NSE
DELHIVERY-EQ,9599,NSE
SPLPETRO-EQ,9617,NSE
64KA30C-SG,972,NSE
MEDICO-EQ,9667,NSE
767AP31-SG,9696,NSE
771AP32-SG,9711,NSE
KANORICHEM-BE,9805,NSE
782MN32-SG,9781,NSE
785KL34-SG,9788,NSE
65NL30-SG,991,NSE
CHEVIOT-EQ,9879,NSE
AXITA-EQ,9902,NSE
688WB40-SG,1015,NSE
GODREJCP-EQ,10099,NSE
BALKRISHNA-EQ,10181,NSE
782GJ32-SG,10196,NSE
785MP32-SG,10198,NSE
794HR34-SG,10205,NSE
794TS36-SG,10212,NSE
781RJ47-SG,10219,NSE
782AS32-SG,10246,NSE
PPL-BE,10299,NSE
ARVSMART-EQ,10457,NSE
SENSEXBETA-EQ,10515,NSE
SHARDAMOTR-EQ,10530,NSE
789WB37-SG,10553,NSE
RAMAPHO-EQ,10568,NSE
775TN32-SG,10651,NSE
MOMENTUM-EQ,10693,NSE
728NTPC30B-N9,10741,NSE
753NTPC30E-NC,10749,NSE
65GJ30-SG,1075,NSE
766UP32-SG,10771,NSE
774TS46-SG,10784,NSE
66SK30-SG,1084,NSE
684MZ34-SG,1090,NSE
736GS2052-GS,10931,NSE
RADAAN-EQ,10932,NSE
745HR32-SG,10955,NSE
75HP36-SG,10960,NSE
755BR32-SG,11094,NSE
756WB39-SG,11159,NSE
SILVERAXIS-EQ,11193,NSE
NOIDATOLL-BE,11214,NSE
BAGFILMS-EQ,11226,NSE
WELSPUNLIV-EQ,11253,NSE
PETRONET-EQ,11351,NSE
HDFCQUAL-EQ,11255,NSE
HDFCVALUE-EQ,11260,NSE
SIL-EQ,11297,NSE
DHANBANK-EQ,11359,NSE
BIOCON-EQ,11373,NSE
77PN42-SG,11416,NSE
774RJ42-SG,11418,NSE
DATAMATICS-EQ,11423,NSE
77KL47-SG,11424,NSE
CMRSL-SM,11447,NSE
SWASTIK-ST,11497,NSE
AMBICAAGAR-EQ,11496,NSE
785UK32-SG,11510,NSE
785BR32-SG,11513,NSE
654AR30-SG,1157,NSE
NIITLTD-EQ,11522,NSE
COFORGE-EQ,11543,NSE
WESTLIFE-EQ,11580,NSE
774WB39-SG,11607,NSE
PHANTOMFX-SM,11612,NSE
KOTARISUG-EQ,11647,NSE
784AS32-SG,11679,NSE
787RJ40-SG,11701,NSE
784TS39-SG,11767,NSE
784TS40-SG,11768,NSE
GODFRYPHLP-EQ,1181,NSE
783BR32-SG,11882,NSE
KANSAINER-EQ,1196,NSE
BIKAJI-EQ,11966,NSE
768KA31-SG,11978,NSE
PRAXIS-EQ,1204,NSE
HTMEDIA-EQ,11979,NSE
IMPAL-EQ,12009,NSE
HDFCNIFIT-EQ,12101,NSE
BBTCL-EQ,12153,NSE
657GA30-SG,1237,NSE
664AS30-SG,1246,NSE
GUJALKALI-EQ,1267,NSE
75AP28-SG,12660,NSE
762PN32-SG,12673,NSE
ROUTE-EQ,128,NSE
NPBET-EQ,12978,NSE
754KA41-SG,13050,NSE
